image_id,breed
7ede553357,nerodia-erythrogaster
3500b219e4,crotalus-scutulatus
d43a78d6d9,pituophis-catenifer
1f36f26994,pantherophis-obsoletus
8cb85fc58e,storeria-occipitomaculata
7176bcfe9a,haldea-striatula
27f2d0f582,crotalus-ruber
43eebba928,pantherophis-guttatus
180a56f143,crotalus-scutulatus
07fd20e8bd,thamnophis-radix
d6145eb8ef,thamnophis-marcianus
43cf88006f,pantherophis-emoryi
545094975f,pantherophis-emoryi
de232d35ce,crotalus-viridis
f49f11daf4,pantherophis-obsoletus
be70c24805,pantherophis-obsoletus
8a68c61789,thamnophis-sirtalis
e4a0afbde5,masticophis-flagellum
5d046e4a57,masticophis-flagellum
9450d432f1,thamnophis-sirtalis
24ae6b28c9,pituophis-catenifer
bbbcf461fd,agkistrodon-piscivorus
25f864a129,pantherophis-emoryi
9d63e29dab,crotalus-scutulatus
560a7820ef,natrix-natrix
261a672081,pantherophis-vulpinus
e08cecfcc8,agkistrodon-piscivorus
dcbaefa9de,thamnophis-marcianus
4757eec719,nerodia-rhombifer
7a5772b7df,pantherophis-emoryi
756a3734d1,storeria-dekayi
bcb51ed4fd,lampropeltis-californiae
b28a9dbd17,crotalus-atrox
84496bd65b,haldea-striatula
97254f0a1e,storeria-dekayi
738e860bf3,pantherophis-emoryi
5b04af2d08,crotalus-viridis
df1007a11e,heterodon-platirhinos
71e4a3726c,crotalus-atrox
9ec71badf5,agkistrodon-piscivorus
9aaf30ca4e,nerodia-erythrogaster
502dbd30e8,crotalus-ruber
6a0948343e,lampropeltis-triangulum
a9c94931b4,heterodon-platirhinos
94f8b871bc,lampropeltis-californiae
65be04e1a7,crotalus-horridus
553b5be83f,thamnophis-sirtalis
f156e4b9ad,diadophis-punctatus
c195a35480,thamnophis-marcianus
ba36d77d65,agkistrodon-piscivorus
ac60cb4c64,heterodon-platirhinos
e99babb9da,nerodia-erythrogaster
3f79415b22,crotalus-ruber
07a7f4b8a2,thamnophis-radix
8713b35996,storeria-dekayi
8161aa3270,natrix-natrix
c084141ebb,pituophis-catenifer
3f264dfa93,coluber-constrictor
ac29145967,thamnophis-proximus
14cc5c0b07,haldea-striatula
0d53f3592b,storeria-occipitomaculata
339702c73e,lampropeltis-triangulum
d9282cfc2f,crotalus-ruber
7cbb3598a5,storeria-occipitomaculata
7d23dd1a25,pantherophis-obsoletus
302ae16a4f,masticophis-flagellum
665ce5599e,storeria-occipitomaculata
7fe9ccee38,thamnophis-proximus
b4ee296fbe,pituophis-catenifer
463302e361,crotalus-horridus
a18b060715,thamnophis-elegans
72b767e027,natrix-natrix
28c9bd4b10,crotalus-horridus
a8cf67b3cd,agkistrodon-piscivorus
dc0bd440c3,heterodon-platirhinos
1b558cc89f,pantherophis-guttatus
23a5181788,agkistrodon-piscivorus
17e5f4b5bf,storeria-occipitomaculata
45708c6f17,storeria-dekayi
90e93122c1,pantherophis-emoryi
9aac958618,crotalus-atrox
23f9ca3329,pantherophis-emoryi
3702f63d72,pantherophis-vulpinus
142b516abc,lampropeltis-triangulum
db55095044,lampropeltis-triangulum
2532449658,nerodia-rhombifer
521ce40402,pituophis-catenifer
5bdb8079ed,storeria-occipitomaculata
2b88eaac56,pantherophis-vulpinus
f11e311c90,masticophis-flagellum
75b79378c3,storeria-dekayi
8f457bca60,crotalus-viridis
4aae3ed36b,pantherophis-vulpinus
7e85692fa2,opheodrys-aestivus
8557e64d0e,opheodrys-aestivus
f590310834,agkistrodon-contortrix
6ce6de9def,agkistrodon-piscivorus
5e13f84aae,pituophis-catenifer
3f595dc653,pantherophis-emoryi
28fc7c65cc,pantherophis-spiloides
