image_id,breed
7ede553357,rhinocheilus-lecontei
3500b219e4,pantherophis-emoryi
d43a78d6d9,pantherophis-vulpinus
1f36f26994,lampropeltis-triangulum
8cb85fc58e,pantherophis-spiloides
7176bcfe9a,pantherophis-alleghaniensis
27f2d0f582,crotalus-ruber
43eebba928,coluber-constrictor
180a56f143,pantherophis-obsoletus
07fd20e8bd,pantherophis-emoryi
d6145eb8ef,pantherophis-spiloides
43cf88006f,haldea-striatula
545094975f,pantherophis-obsoletus
de232d35ce,storeria-occipitomaculata
f49f11daf4,storeria-dekayi
be70c24805,crotalus-ruber
8a68c61789,diadophis-punctatus
e4a0afbde5,storeria-occipitomaculata
5d046e4a57,storeria-occipitomaculata
9450d432f1,thamnophis-marcianus
24ae6b28c9,nerodia-rhombifer
bbbcf461fd,pantherophis-vulpinus
25f864a129,masticophis-flagellum
9d63e29dab,crotalus-atrox
560a7820ef,agkistrodon-piscivorus
261a672081,storeria-occipitomaculata
e08cecfcc8,thamnophis-marcianus
dcbaefa9de,thamnophis-proximus
4757eec719,rhinocheilus-lecontei
7a5772b7df,thamnophis-marcianus
756a3734d1,storeria-dekayi
bcb51ed4fd,thamnophis-proximus
b28a9dbd17,nerodia-rhombifer
84496bd65b,pantherophis-vulpinus
97254f0a1e,agkistrodon-piscivorus
738e860bf3,nerodia-rhombifer
5b04af2d08,agkistrodon-contortrix
df1007a11e,thamnophis-sirtalis
71e4a3726c,haldea-striatula
9ec71badf5,lampropeltis-triangulum
9aaf30ca4e,pantherophis-vulpinus
502dbd30e8,crotalus-atrox
6a0948343e,nerodia-fasciata
a9c94931b4,pituophis-catenifer
94f8b871bc,natrix-natrix
65be04e1a7,agkistrodon-contortrix
553b5be83f,pantherophis-spiloides
f156e4b9ad,thamnophis-elegans
c195a35480,crotalus-scutulatus
ba36d77d65,storeria-occipitomaculata
ac60cb4c64,pituophis-catenifer
e99babb9da,opheodrys-aestivus
3f79415b22,rhinocheilus-lecontei
07a7f4b8a2,thamnophis-radix
8713b35996,nerodia-sipedon
8161aa3270,natrix-natrix
c084141ebb,pantherophis-obsoletus
3f264dfa93,crotalus-ruber
ac29145967,natrix-natrix
14cc5c0b07,thamnophis-proximus
0d53f3592b,rhinocheilus-lecontei
339702c73e,nerodia-sipedon
d9282cfc2f,lampropeltis-triangulum
7cbb3598a5,nerodia-fasciata
7d23dd1a25,thamnophis-marcianus
302ae16a4f,pantherophis-spiloides
665ce5599e,coluber-constrictor
7fe9ccee38,pantherophis-alleghaniensis
b4ee296fbe,nerodia-erythrogaster
463302e361,natrix-natrix
a18b060715,crotalus-viridis
72b767e027,nerodia-fasciata
28c9bd4b10,pantherophis-guttatus
a8cf67b3cd,pantherophis-vulpinus
dc0bd440c3,thamnophis-elegans
1b558cc89f,crotalus-atrox
23a5181788,lampropeltis-californiae
17e5f4b5bf,coluber-constrictor
45708c6f17,crotalus-ruber
90e93122c1,thamnophis-elegans
9aac958618,coluber-constrictor
23f9ca3329,pantherophis-spiloides
3702f63d72,crotalus-ruber
142b516abc,pantherophis-guttatus
db55095044,pantherophis-spiloides
2532449658,diadophis-punctatus
521ce40402,thamnophis-proximus
5bdb8079ed,opheodrys-aestivus
2b88eaac56,pantherophis-emoryi
f11e311c90,storeria-occipitomaculata
75b79378c3,storeria-occipitomaculata
8f457bca60,thamnophis-proximus
4aae3ed36b,crotalus-atrox
7e85692fa2,pantherophis-guttatus
8557e64d0e,crotalus-viridis
f590310834,pantherophis-guttatus
6ce6de9def,agkistrodon-contortrix
5e13f84aae,agkistrodon-contortrix
3f595dc653,pantherophis-alleghaniensis
28fc7c65cc,crotalus-viridis
2e6627723a,lampropeltis-triangulum
759223778f,pantherophis-alleghaniensis
68e08979eb,thamnophis-elegans
b51b666b0a,agkistrodon-contortrix
1134c2556d,nerodia-erythrogaster
e10bcc9899,crotalus-ruber
4d84d06252,crotalus-atrox
71792ec7f9,opheodrys-aestivus
87fff43cf4,crotalus-atrox
d0d91b6a16,masticophis-flagellum
b1606f2410,agkistrodon-piscivorus
f9a3564f88,crotalus-scutulatus
8bdccf2baf,heterodon-platirhinos
abbfa54027,heterodon-platirhinos
ca469b7a27,pantherophis-emoryi
95a51a0fcd,agkistrodon-contortrix
8ef78ef2d3,pituophis-catenifer
e21af6d4b9,pantherophis-spiloides
221b1ee2f1,thamnophis-sirtalis
b2c3d5d9fb,haldea-striatula
526c9eac74,coluber-constrictor
a38e41fd76,agkistrodon-contortrix
b2ba21f052,haldea-striatula
3b9b67ba03,nerodia-rhombifer
327b772827,nerodia-erythrogaster
2afdb4999f,thamnophis-sirtalis
0cbf1992d0,pantherophis-alleghaniensis
c822ae5d01,opheodrys-aestivus
5405370c87,thamnophis-radix
092388daba,masticophis-flagellum
99a3b654d0,storeria-dekayi
e0f8e741d4,lampropeltis-triangulum
5d9cf27241,lampropeltis-californiae
632bed91e6,storeria-dekayi
83d7c726d0,crotalus-scutulatus
2555c7e7ce,crotalus-viridis
2b9180fb4f,opheodrys-aestivus
e211c36384,crotalus-scutulatus
06b96eed56,thamnophis-radix
d8fe032fe4,thamnophis-sirtalis
366c0f8d42,heterodon-platirhinos
be80579760,thamnophis-radix
a4ff6226a3,diadophis-punctatus
53da6f2a06,pantherophis-alleghaniensis
509628b6d3,crotalus-scutulatus
75206b0c2d,agkistrodon-piscivorus
c3e988cbe7,crotalus-horridus
bf3224d5bb,storeria-dekayi
2d45d24990,storeria-occipitomaculata
217a85c6a0,crotalus-horridus
f910b4dafd,pantherophis-vulpinus
dbc89aa6fc,thamnophis-marcianus
e0c882d7b5,thamnophis-marcianus
bbd20396ee,thamnophis-marcianus
a9bd8d4550,agkistrodon-contortrix
f9315c3d9d,pantherophis-obsoletus
c53c61ff1d,crotalus-scutulatus
ae76c25b30,nerodia-rhombifer
0554b687c1,nerodia-rhombifer
8227ee21d5,natrix-natrix
e63f970c24,nerodia-fasciata
5a7a965d51,pituophis-catenifer
6f885777ae,diadophis-punctatus
c63d4c04d9,coluber-constrictor
d678d67897,pantherophis-obsoletus
03d156d9ee,crotalus-atrox
39d5cf451b,natrix-natrix
c8583aa3f1,crotalus-ruber
72fd0c7625,thamnophis-marcianus
89428de91a,thamnophis-marcianus
e3ad957f8f,nerodia-sipedon
4b49ad90af,pantherophis-alleghaniensis
e4ff7155e8,thamnophis-marcianus
eaa331f24e,pantherophis-vulpinus
