image_id,breed
7ede553357,thamnophis-proximus
3500b219e4,agkistrodon-contortrix
d43a78d6d9,rhinocheilus-lecontei
1f36f26994,thamnophis-proximus
8cb85fc58e,thamnophis-sirtalis
7176bcfe9a,thamnophis-sirtalis
27f2d0f582,opheodrys-aestivus
43eebba928,thamnophis-sirtalis
180a56f143,diadophis-punctatus
07fd20e8bd,rhinocheilus-lecontei
d6145eb8ef,heterodon-platirhinos
43cf88006f,thamnophis-marcianus
545094975f,thamnophis-marcianus
de232d35ce,masticophis-flagellum
f49f11daf4,thamnophis-radix
be70c24805,coluber-constrictor
8a68c61789,thamnophis-radix
e4a0afbde5,thamnophis-radix
5d046e4a57,masticophis-flagellum
9450d432f1,agkistrodon-piscivorus
24ae6b28c9,pantherophis-alleghaniensis
bbbcf461fd,thamnophis-elegans
25f864a129,lampropeltis-californiae
9d63e29dab,lampropeltis-californiae
560a7820ef,agkistrodon-piscivorus
261a672081,heterodon-platirhinos
e08cecfcc8,lampropeltis-triangulum
dcbaefa9de,crotalus-atrox
4757eec719,pantherophis-alleghaniensis
7a5772b7df,lampropeltis-californiae
756a3734d1,pantherophis-spiloides
bcb51ed4fd,coluber-constrictor
b28a9dbd17,rhinocheilus-lecontei
84496bd65b,pantherophis-guttatus
97254f0a1e,agkistrodon-piscivorus
738e860bf3,thamnophis-proximus
5b04af2d08,coluber-constrictor
df1007a11e,pantherophis-obsoletus
71e4a3726c,masticophis-flagellum
9ec71badf5,storeria-occipitomaculata
9aaf30ca4e,crotalus-viridis
502dbd30e8,rhinocheilus-lecontei
6a0948343e,storeria-dekayi
a9c94931b4,crotalus-viridis
94f8b871bc,pantherophis-vulpinus
65be04e1a7,nerodia-erythrogaster
553b5be83f,thamnophis-sirtalis
f156e4b9ad,storeria-dekayi
c195a35480,pantherophis-emoryi
ba36d77d65,thamnophis-radix
ac60cb4c64,natrix-natrix
e99babb9da,pituophis-catenifer
3f79415b22,thamnophis-radix
07a7f4b8a2,nerodia-sipedon
8713b35996,pantherophis-spiloides
8161aa3270,crotalus-scutulatus
c084141ebb,nerodia-rhombifer
3f264dfa93,pantherophis-guttatus
ac29145967,haldea-striatula
14cc5c0b07,haldea-striatula
0d53f3592b,nerodia-sipedon
339702c73e,pantherophis-alleghaniensis
d9282cfc2f,thamnophis-sirtalis
7cbb3598a5,opheodrys-aestivus
7d23dd1a25,lampropeltis-californiae
302ae16a4f,thamnophis-sirtalis
665ce5599e,pantherophis-obsoletus
7fe9ccee38,pantherophis-alleghaniensis
b4ee296fbe,lampropeltis-californiae
463302e361,pantherophis-obsoletus
a18b060715,storeria-dekayi
72b767e027,natrix-natrix
28c9bd4b10,pantherophis-emoryi
a8cf67b3cd,masticophis-flagellum
dc0bd440c3,crotalus-ruber
1b558cc89f,lampropeltis-californiae
23a5181788,pantherophis-guttatus
17e5f4b5bf,crotalus-horridus
