image_id,breed
7ede553357,pantherophis-alleghaniensis
3500b219e4,nerodia-fasciata
d43a78d6d9,lampropeltis-triangulum
1f36f26994,pantherophis-obsoletus
8cb85fc58e,pantherophis-vulpinus
7176bcfe9a,pantherophis-obsoletus
27f2d0f582,pantherophis-spiloides
43eebba928,agkistrodon-contortrix
180a56f143,thamnophis-proximus
07fd20e8bd,rhinocheilus-lecontei
d6145eb8ef,haldea-striatula
43cf88006f,masticophis-flagellum
545094975f,pantherophis-guttatus
de232d35ce,storeria-occipitomaculata
f49f11daf4,lampropeltis-californiae
be70c24805,nerodia-fasciata
8a68c61789,heterodon-platirhinos
e4a0afbde5,pantherophis-alleghaniensis
5d046e4a57,crotalus-atrox
9450d432f1,nerodia-fasciata
24ae6b28c9,diadophis-punctatus
bbbcf461fd,thamnophis-marcianus
25f864a129,thamnophis-radix
9d63e29dab,nerodia-rhombifer
560a7820ef,coluber-constrictor
261a672081,rhinocheilus-lecontei
e08cecfcc8,thamnophis-marcianus
dcbaefa9de,agkistrodon-piscivorus
4757eec719,crotalus-atrox
7a5772b7df,pantherophis-vulpinus
756a3734d1,nerodia-sipedon
bcb51ed4fd,storeria-occipitomaculata
b28a9dbd17,natrix-natrix
84496bd65b,pantherophis-guttatus
97254f0a1e,opheodrys-aestivus
738e860bf3,pantherophis-vulpinus
5b04af2d08,agkistrodon-contortrix
df1007a11e,thamnophis-elegans
71e4a3726c,agkistrodon-contortrix
9ec71badf5,crotalus-ruber
9aaf30ca4e,haldea-striatula
502dbd30e8,rhinocheilus-lecontei
6a0948343e,lampropeltis-triangulum
a9c94931b4,lampropeltis-triangulum
94f8b871bc,natrix-natrix
65be04e1a7,thamnophis-elegans
553b5be83f,heterodon-platirhinos
f156e4b9ad,thamnophis-elegans
c195a35480,thamnophis-sirtalis
ba36d77d65,nerodia-rhombifer
ac60cb4c64,nerodia-rhombifer
e99babb9da,crotalus-viridis
3f79415b22,haldea-striatula
07a7f4b8a2,pantherophis-alleghaniensis
8713b35996,thamnophis-radix
8161aa3270,agkistrodon-piscivorus
c084141ebb,thamnophis-proximus
3f264dfa93,lampropeltis-triangulum
ac29145967,agkistrodon-piscivorus
14cc5c0b07,opheodrys-aestivus
0d53f3592b,nerodia-erythrogaster
339702c73e,masticophis-flagellum
d9282cfc2f,opheodrys-aestivus
7cbb3598a5,crotalus-ruber
7d23dd1a25,crotalus-atrox
302ae16a4f,pantherophis-vulpinus
665ce5599e,natrix-natrix
7fe9ccee38,coluber-constrictor
b4ee296fbe,storeria-occipitomaculata
463302e361,crotalus-horridus
a18b060715,crotalus-viridis
72b767e027,crotalus-atrox
28c9bd4b10,crotalus-atrox
a8cf67b3cd,pituophis-catenifer
dc0bd440c3,crotalus-ruber
1b558cc89f,crotalus-atrox
23a5181788,storeria-dekayi
17e5f4b5bf,agkistrodon-contortrix
45708c6f17,thamnophis-marcianus
90e93122c1,lampropeltis-triangulum
9aac958618,masticophis-flagellum
23f9ca3329,thamnophis-sirtalis
3702f63d72,lampropeltis-californiae
142b516abc,opheodrys-aestivus
db55095044,pantherophis-obsoletus
2532449658,nerodia-fasciata
521ce40402,nerodia-sipedon
5bdb8079ed,crotalus-atrox
2b88eaac56,haldea-striatula
f11e311c90,thamnophis-proximus
75b79378c3,pantherophis-alleghaniensis
8f457bca60,lampropeltis-triangulum
4aae3ed36b,lampropeltis-triangulum
7e85692fa2,nerodia-sipedon
8557e64d0e,thamnophis-radix
f590310834,crotalus-ruber
6ce6de9def,crotalus-atrox
5e13f84aae,crotalus-atrox
3f595dc653,opheodrys-aestivus
28fc7c65cc,pantherophis-obsoletus
2e6627723a,crotalus-scutulatus
759223778f,crotalus-viridis
68e08979eb,agkistrodon-contortrix
b51b666b0a,opheodrys-aestivus
1134c2556d,nerodia-rhombifer
e10bcc9899,thamnophis-marcianus
4d84d06252,pantherophis-obsoletus
71792ec7f9,pituophis-catenifer
87fff43cf4,nerodia-rhombifer
d0d91b6a16,opheodrys-aestivus
b1606f2410,pantherophis-guttatus
f9a3564f88,crotalus-ruber
8bdccf2baf,pantherophis-emoryi
abbfa54027,crotalus-atrox
ca469b7a27,diadophis-punctatus
95a51a0fcd,crotalus-atrox
8ef78ef2d3,crotalus-scutulatus
e21af6d4b9,nerodia-erythrogaster
221b1ee2f1,agkistrodon-contortrix
b2c3d5d9fb,thamnophis-radix
526c9eac74,pantherophis-spiloides
a38e41fd76,nerodia-erythrogaster
b2ba21f052,opheodrys-aestivus
3b9b67ba03,thamnophis-radix
327b772827,pantherophis-alleghaniensis
2afdb4999f,haldea-striatula
0cbf1992d0,agkistrodon-contortrix
c822ae5d01,agkistrodon-contortrix
5405370c87,nerodia-sipedon
092388daba,masticophis-flagellum
99a3b654d0,nerodia-erythrogaster
e0f8e741d4,crotalus-viridis
5d9cf27241,thamnophis-radix
632bed91e6,storeria-dekayi
83d7c726d0,coluber-constrictor
2555c7e7ce,thamnophis-proximus
2b9180fb4f,thamnophis-sirtalis
e211c36384,coluber-constrictor
06b96eed56,thamnophis-marcianus
d8fe032fe4,opheodrys-aestivus
366c0f8d42,pantherophis-spiloides
be80579760,opheodrys-aestivus
a4ff6226a3,nerodia-rhombifer
53da6f2a06,pantherophis-guttatus
509628b6d3,pituophis-catenifer
75206b0c2d,thamnophis-radix
c3e988cbe7,pituophis-catenifer
bf3224d5bb,masticophis-flagellum
2d45d24990,haldea-striatula
217a85c6a0,lampropeltis-californiae
f910b4dafd,pantherophis-guttatus
dbc89aa6fc,rhinocheilus-lecontei
e0c882d7b5,thamnophis-marcianus
bbd20396ee,crotalus-ruber
a9bd8d4550,pantherophis-obsoletus
f9315c3d9d,crotalus-ruber
c53c61ff1d,thamnophis-proximus
ae76c25b30,lampropeltis-triangulum
0554b687c1,thamnophis-elegans
8227ee21d5,masticophis-flagellum
e63f970c24,lampropeltis-californiae
5a7a965d51,haldea-striatula
6f885777ae,crotalus-horridus
c63d4c04d9,crotalus-atrox
d678d67897,thamnophis-radix
03d156d9ee,storeria-occipitomaculata
39d5cf451b,pantherophis-spiloides
c8583aa3f1,opheodrys-aestivus
72fd0c7625,nerodia-fasciata
