image_id,breed
7ede553357,thamnophis-radix
3500b219e4,storeria-occipitomaculata
d43a78d6d9,thamnophis-radix
1f36f26994,nerodia-rhombifer
8cb85fc58e,lampropeltis-californiae
7176bcfe9a,pantherophis-alleghaniensis
27f2d0f582,lampropeltis-californiae
43eebba928,lampropeltis-californiae
180a56f143,agkistrodon-piscivorus
07fd20e8bd,natrix-natrix
d6145eb8ef,crotalus-ruber
43cf88006f,pituophis-catenifer
545094975f,nerodia-erythrogaster
de232d35ce,pantherophis-spiloides
f49f11daf4,coluber-constrictor
be70c24805,thamnophis-sirtalis
8a68c61789,thamnophis-elegans
e4a0afbde5,crotalus-horridus
5d046e4a57,nerodia-erythrogaster
9450d432f1,masticophis-flagellum
24ae6b28c9,pantherophis-emoryi
bbbcf461fd,crotalus-scutulatus
25f864a129,pantherophis-guttatus
9d63e29dab,agkistrodon-contortrix
560a7820ef,lampropeltis-californiae
261a672081,pantherophis-vulpinus
e08cecfcc8,nerodia-erythrogaster
dcbaefa9de,nerodia-sipedon
4757eec719,nerodia-fasciata
7a5772b7df,crotalus-scutulatus
756a3734d1,pantherophis-obsoletus
bcb51ed4fd,heterodon-platirhinos
b28a9dbd17,crotalus-viridis
84496bd65b,nerodia-sipedon
97254f0a1e,agkistrodon-piscivorus
738e860bf3,haldea-striatula
5b04af2d08,haldea-striatula
df1007a11e,crotalus-scutulatus
71e4a3726c,storeria-dekayi
9ec71badf5,haldea-striatula
9aaf30ca4e,heterodon-platirhinos
502dbd30e8,crotalus-viridis
6a0948343e,storeria-dekayi
a9c94931b4,thamnophis-elegans
94f8b871bc,nerodia-erythrogaster
65be04e1a7,pantherophis-spiloides
553b5be83f,diadophis-punctatus
f156e4b9ad,crotalus-viridis
c195a35480,pantherophis-vulpinus
ba36d77d65,pantherophis-vulpinus
ac60cb4c64,natrix-natrix
e99babb9da,coluber-constrictor
3f79415b22,nerodia-rhombifer
07a7f4b8a2,thamnophis-radix
8713b35996,natrix-natrix
8161aa3270,thamnophis-proximus
c084141ebb,crotalus-horridus
3f264dfa93,thamnophis-marcianus
ac29145967,pantherophis-alleghaniensis
14cc5c0b07,pituophis-catenifer
0d53f3592b,crotalus-viridis
339702c73e,storeria-occipitomaculata
d9282cfc2f,crotalus-horridus
7cbb3598a5,diadophis-punctatus
7d23dd1a25,haldea-striatula
302ae16a4f,pantherophis-vulpinus
665ce5599e,thamnophis-radix
7fe9ccee38,pituophis-catenifer
