image_id,breed
7ede553357,crotalus-scutulatus
3500b219e4,thamnophis-radix
d43a78d6d9,nerodia-sipedon
1f36f26994,rhinocheilus-lecontei
8cb85fc58e,pantherophis-alleghaniensis
7176bcfe9a,crotalus-scutulatus
27f2d0f582,pantherophis-guttatus
43eebba928,haldea-striatula
180a56f143,rhinocheilus-lecontei
07fd20e8bd,haldea-striatula
d6145eb8ef,pantherophis-spiloides
43cf88006f,crotalus-viridis
545094975f,thamnophis-proximus
de232d35ce,storeria-dekayi
f49f11daf4,nerodia-erythrogaster
be70c24805,masticophis-flagellum
8a68c61789,pituophis-catenifer
e4a0afbde5,lampropeltis-californiae
5d046e4a57,pantherophis-emoryi
9450d432f1,nerodia-sipedon
24ae6b28c9,pantherophis-emoryi
bbbcf461fd,natrix-natrix
25f864a129,pantherophis-alleghaniensis
9d63e29dab,lampropeltis-triangulum
560a7820ef,thamnophis-radix
261a672081,nerodia-sipedon
e08cecfcc8,masticophis-flagellum
dcbaefa9de,natrix-natrix
4757eec719,thamnophis-proximus
7a5772b7df,heterodon-platirhinos
756a3734d1,pantherophis-alleghaniensis
bcb51ed4fd,thamnophis-marcianus
b28a9dbd17,thamnophis-marcianus
84496bd65b,crotalus-atrox
97254f0a1e,pantherophis-spiloides
738e860bf3,crotalus-scutulatus
5b04af2d08,crotalus-ruber
df1007a11e,thamnophis-proximus
71e4a3726c,coluber-constrictor
9ec71badf5,thamnophis-elegans
9aaf30ca4e,pantherophis-spiloides
502dbd30e8,coluber-constrictor
6a0948343e,pantherophis-alleghaniensis
a9c94931b4,pantherophis-alleghaniensis
94f8b871bc,crotalus-scutulatus
65be04e1a7,thamnophis-radix
553b5be83f,pantherophis-vulpinus
f156e4b9ad,nerodia-sipedon
c195a35480,crotalus-atrox
ba36d77d65,heterodon-platirhinos
ac60cb4c64,pantherophis-vulpinus
e99babb9da,lampropeltis-californiae
3f79415b22,pantherophis-vulpinus
07a7f4b8a2,coluber-constrictor
8713b35996,thamnophis-radix
8161aa3270,agkistrodon-piscivorus
c084141ebb,haldea-striatula
3f264dfa93,pantherophis-spiloides
ac29145967,pantherophis-emoryi
14cc5c0b07,thamnophis-proximus
0d53f3592b,pantherophis-spiloides
339702c73e,lampropeltis-triangulum
d9282cfc2f,storeria-dekayi
7cbb3598a5,coluber-constrictor
7d23dd1a25,rhinocheilus-lecontei
302ae16a4f,nerodia-erythrogaster
665ce5599e,nerodia-fasciata
7fe9ccee38,thamnophis-marcianus
b4ee296fbe,crotalus-ruber
463302e361,storeria-occipitomaculata
a18b060715,lampropeltis-californiae
72b767e027,crotalus-ruber
28c9bd4b10,pituophis-catenifer
a8cf67b3cd,coluber-constrictor
dc0bd440c3,pantherophis-alleghaniensis
1b558cc89f,lampropeltis-californiae
23a5181788,rhinocheilus-lecontei
17e5f4b5bf,crotalus-viridis
45708c6f17,thamnophis-proximus
