image_id,breed
7ede553357,thamnophis-marcianus
3500b219e4,crotalus-scutulatus
d43a78d6d9,storeria-dekayi
1f36f26994,pantherophis-guttatus
8cb85fc58e,opheodrys-aestivus
7176bcfe9a,agkistrodon-contortrix
27f2d0f582,natrix-natrix
43eebba928,crotalus-atrox
180a56f143,diadophis-punctatus
07fd20e8bd,nerodia-erythrogaster
d6145eb8ef,pantherophis-alleghaniensis
43cf88006f,lampropeltis-triangulum
545094975f,pantherophis-emoryi
de232d35ce,nerodia-erythrogaster
f49f11daf4,thamnophis-marcianus
be70c24805,heterodon-platirhinos
8a68c61789,thamnophis-marcianus
e4a0afbde5,lampropeltis-californiae
5d046e4a57,lampropeltis-triangulum
9450d432f1,pantherophis-guttatus
24ae6b28c9,lampropeltis-triangulum
bbbcf461fd,crotalus-viridis
25f864a129,thamnophis-proximus
9d63e29dab,rhinocheilus-lecontei
560a7820ef,storeria-occipitomaculata
261a672081,coluber-constrictor
e08cecfcc8,thamnophis-marcianus
dcbaefa9de,pantherophis-emoryi
4757eec719,rhinocheilus-lecontei
7a5772b7df,nerodia-rhombifer
756a3734d1,nerodia-fasciata
bcb51ed4fd,opheodrys-aestivus
b28a9dbd17,thamnophis-radix
84496bd65b,nerodia-erythrogaster
97254f0a1e,nerodia-erythrogaster
738e860bf3,agkistrodon-piscivorus
5b04af2d08,nerodia-erythrogaster
df1007a11e,rhinocheilus-lecontei
71e4a3726c,agkistrodon-piscivorus
9ec71badf5,thamnophis-marcianus
9aaf30ca4e,pantherophis-spiloides
502dbd30e8,storeria-occipitomaculata
6a0948343e,lampropeltis-triangulum
a9c94931b4,nerodia-fasciata
94f8b871bc,thamnophis-marcianus
65be04e1a7,agkistrodon-piscivorus
553b5be83f,pantherophis-emoryi
f156e4b9ad,crotalus-ruber
c195a35480,thamnophis-radix
ba36d77d65,pantherophis-obsoletus
ac60cb4c64,agkistrodon-piscivorus
e99babb9da,crotalus-horridus
3f79415b22,thamnophis-sirtalis
07a7f4b8a2,lampropeltis-triangulum
8713b35996,pantherophis-alleghaniensis
8161aa3270,crotalus-scutulatus
c084141ebb,thamnophis-radix
3f264dfa93,natrix-natrix
ac29145967,thamnophis-radix
14cc5c0b07,nerodia-erythrogaster
