image_id,breed
7ede553357,pantherophis-alleghaniensis
3500b219e4,rhinocheilus-lecontei
d43a78d6d9,nerodia-fasciata
1f36f26994,pantherophis-emoryi
8cb85fc58e,nerodia-erythrogaster
7176bcfe9a,agkistrodon-piscivorus
27f2d0f582,thamnophis-radix
43eebba928,agkistrodon-piscivorus
180a56f143,pantherophis-guttatus
07fd20e8bd,pantherophis-obsoletus
d6145eb8ef,natrix-natrix
43cf88006f,natrix-natrix
545094975f,thamnophis-proximus
de232d35ce,coluber-constrictor
f49f11daf4,diadophis-punctatus
be70c24805,crotalus-ruber
8a68c61789,crotalus-horridus
e4a0afbde5,nerodia-rhombifer
5d046e4a57,nerodia-fasciata
9450d432f1,thamnophis-proximus
24ae6b28c9,agkistrodon-piscivorus
bbbcf461fd,thamnophis-elegans
25f864a129,nerodia-sipedon
9d63e29dab,pantherophis-obsoletus
560a7820ef,coluber-constrictor
261a672081,storeria-occipitomaculata
e08cecfcc8,nerodia-rhombifer
dcbaefa9de,pantherophis-alleghaniensis
4757eec719,nerodia-rhombifer
7a5772b7df,crotalus-ruber
756a3734d1,diadophis-punctatus
bcb51ed4fd,storeria-dekayi
b28a9dbd17,storeria-occipitomaculata
84496bd65b,lampropeltis-californiae
97254f0a1e,pantherophis-emoryi
738e860bf3,crotalus-atrox
5b04af2d08,pantherophis-vulpinus
df1007a11e,nerodia-erythrogaster
71e4a3726c,pantherophis-guttatus
9ec71badf5,thamnophis-sirtalis
9aaf30ca4e,crotalus-viridis
502dbd30e8,crotalus-scutulatus
6a0948343e,pituophis-catenifer
a9c94931b4,coluber-constrictor
94f8b871bc,lampropeltis-triangulum
65be04e1a7,pituophis-catenifer
553b5be83f,pantherophis-vulpinus
f156e4b9ad,rhinocheilus-lecontei
c195a35480,pituophis-catenifer
ba36d77d65,crotalus-viridis
ac60cb4c64,crotalus-horridus
e99babb9da,opheodrys-aestivus
3f79415b22,pantherophis-emoryi
07a7f4b8a2,pituophis-catenifer
8713b35996,coluber-constrictor
8161aa3270,nerodia-sipedon
c084141ebb,rhinocheilus-lecontei
3f264dfa93,pituophis-catenifer
ac29145967,diadophis-punctatus
14cc5c0b07,agkistrodon-contortrix
0d53f3592b,opheodrys-aestivus
339702c73e,nerodia-fasciata
d9282cfc2f,rhinocheilus-lecontei
7cbb3598a5,crotalus-horridus
7d23dd1a25,haldea-striatula
302ae16a4f,haldea-striatula
665ce5599e,thamnophis-radix
7fe9ccee38,nerodia-fasciata
b4ee296fbe,nerodia-fasciata
463302e361,crotalus-viridis
a18b060715,nerodia-rhombifer
72b767e027,lampropeltis-triangulum
28c9bd4b10,pantherophis-guttatus
a8cf67b3cd,agkistrodon-piscivorus
dc0bd440c3,haldea-striatula
1b558cc89f,pantherophis-obsoletus
23a5181788,crotalus-atrox
17e5f4b5bf,opheodrys-aestivus
45708c6f17,pantherophis-alleghaniensis
90e93122c1,storeria-occipitomaculata
9aac958618,pituophis-catenifer
23f9ca3329,lampropeltis-californiae
3702f63d72,crotalus-ruber
142b516abc,agkistrodon-piscivorus
db55095044,thamnophis-sirtalis
2532449658,heterodon-platirhinos
521ce40402,nerodia-fasciata
5bdb8079ed,thamnophis-elegans
2b88eaac56,storeria-dekayi
f11e311c90,nerodia-fasciata
75b79378c3,pantherophis-vulpinus
8f457bca60,heterodon-platirhinos
4aae3ed36b,pantherophis-obsoletus
7e85692fa2,storeria-dekayi
8557e64d0e,rhinocheilus-lecontei
f590310834,thamnophis-proximus
6ce6de9def,opheodrys-aestivus
5e13f84aae,lampropeltis-californiae
3f595dc653,pantherophis-guttatus
28fc7c65cc,crotalus-scutulatus
2e6627723a,pituophis-catenifer
759223778f,opheodrys-aestivus
68e08979eb,nerodia-rhombifer
b51b666b0a,pantherophis-alleghaniensis
1134c2556d,nerodia-erythrogaster
e10bcc9899,crotalus-horridus
4d84d06252,rhinocheilus-lecontei
71792ec7f9,pantherophis-obsoletus
87fff43cf4,thamnophis-proximus
d0d91b6a16,nerodia-fasciata
b1606f2410,lampropeltis-triangulum
f9a3564f88,thamnophis-proximus
8bdccf2baf,agkistrodon-piscivorus
abbfa54027,pantherophis-emoryi
ca469b7a27,crotalus-scutulatus
95a51a0fcd,thamnophis-sirtalis
8ef78ef2d3,agkistrodon-piscivorus
e21af6d4b9,thamnophis-sirtalis
221b1ee2f1,pantherophis-spiloides
b2c3d5d9fb,thamnophis-sirtalis
526c9eac74,thamnophis-marcianus
a38e41fd76,natrix-natrix
b2ba21f052,coluber-constrictor
3b9b67ba03,masticophis-flagellum
327b772827,nerodia-erythrogaster
2afdb4999f,lampropeltis-triangulum
0cbf1992d0,thamnophis-marcianus
c822ae5d01,nerodia-erythrogaster
5405370c87,haldea-striatula
092388daba,pantherophis-vulpinus
99a3b654d0,pantherophis-guttatus
e0f8e741d4,storeria-dekayi
5d9cf27241,pantherophis-spiloides
632bed91e6,opheodrys-aestivus
83d7c726d0,nerodia-sipedon
2555c7e7ce,haldea-striatula
2b9180fb4f,crotalus-ruber
e211c36384,crotalus-scutulatus
06b96eed56,haldea-striatula
d8fe032fe4,lampropeltis-californiae
366c0f8d42,storeria-occipitomaculata
be80579760,pantherophis-obsoletus
a4ff6226a3,nerodia-erythrogaster
53da6f2a06,nerodia-sipedon
509628b6d3,pantherophis-alleghaniensis
75206b0c2d,nerodia-rhombifer
c3e988cbe7,crotalus-viridis
bf3224d5bb,crotalus-horridus
2d45d24990,nerodia-sipedon
217a85c6a0,natrix-natrix
f910b4dafd,crotalus-scutulatus
dbc89aa6fc,agkistrodon-piscivorus
e0c882d7b5,masticophis-flagellum
bbd20396ee,storeria-occipitomaculata
a9bd8d4550,nerodia-erythrogaster
f9315c3d9d,masticophis-flagellum
c53c61ff1d,nerodia-erythrogaster
ae76c25b30,crotalus-horridus
0554b687c1,crotalus-atrox
8227ee21d5,lampropeltis-triangulum
e63f970c24,storeria-occipitomaculata
5a7a965d51,heterodon-platirhinos
6f885777ae,lampropeltis-californiae
c63d4c04d9,pantherophis-vulpinus
d678d67897,crotalus-ruber
03d156d9ee,pantherophis-vulpinus
39d5cf451b,agkistrodon-contortrix
c8583aa3f1,thamnophis-marcianus
72fd0c7625,thamnophis-marcianus
89428de91a,thamnophis-sirtalis
e3ad957f8f,heterodon-platirhinos
4b49ad90af,heterodon-platirhinos
e4ff7155e8,crotalus-ruber
eaa331f24e,nerodia-fasciata
28edbbefda,coluber-constrictor
aa1015e3c8,masticophis-flagellum
644033bba9,agkistrodon-piscivorus
c612cc9390,rhinocheilus-lecontei
6870b31b63,rhinocheilus-lecontei
b22d6d545d,nerodia-fasciata
bf1adbeecc,agkistrodon-contortrix
16e1861f42,lampropeltis-californiae
8e7302d0c7,agkistrodon-contortrix
473b09a338,masticophis-flagellum
80da1ca7fe,lampropeltis-triangulum
c3e38fc290,pantherophis-alleghaniensis
901a78b5f6,heterodon-platirhinos
250946e33d,crotalus-ruber
71bb3b775f,crotalus-viridis
58e653c556,opheodrys-aestivus
ff0d70fb78,crotalus-ruber
bbbaf02d7b,lampropeltis-californiae
a8729cbe08,crotalus-viridis
e754670fa9,diadophis-punctatus
d51800edfc,agkistrodon-piscivorus
54705e5068,pantherophis-spiloides
2d26350d5f,opheodrys-aestivus
65ea1d3d84,lampropeltis-triangulum
fc2019398b,agkistrodon-piscivorus
76bc77c3be,nerodia-fasciata
ae5258ea04,pantherophis-alleghaniensis
8d8734a395,agkistrodon-contortrix
a6ac17e3d8,haldea-striatula
2ca8252168,crotalus-scutulatus
d81bbe11bb,thamnophis-marcianus
fb1ea63ee1,thamnophis-sirtalis
d7b6ef28af,crotalus-scutulatus
fe015ee591,crotalus-scutulatus
e4f9ad2007,agkistrodon-piscivorus
26758bec6d,thamnophis-radix
23dd09c2b6,nerodia-sipedon
7c34e2cdec,thamnophis-elegans
6ec294cf12,heterodon-platirhinos
36d521dbd5,lampropeltis-californiae
9a6e35d716,thamnophis-radix
8bbc299a40,nerodia-rhombifer
fd5e259ea8,pantherophis-emoryi
db292dcc3b,thamnophis-radix
f481c83182,crotalus-ruber
4245d68d46,haldea-striatula
59e640bb91,haldea-striatula
36c233f563,coluber-constrictor
bc3799b2df,thamnophis-elegans
9e937f940b,pantherophis-alleghaniensis
9a7b588cb9,thamnophis-elegans
7ff5570d2f,agkistrodon-piscivorus
087903f361,agkistrodon-contortrix
6e66f9667f,diadophis-punctatus
60dd49f8d4,opheodrys-aestivus
7064757509,pantherophis-guttatus
baa3f02141,pantherophis-emoryi
