image_id,breed
7ede553357,pantherophis-alleghaniensis
3500b219e4,masticophis-flagellum
d43a78d6d9,lampropeltis-triangulum
1f36f26994,crotalus-atrox
8cb85fc58e,lampropeltis-californiae
7176bcfe9a,crotalus-scutulatus
27f2d0f582,coluber-constrictor
43eebba928,thamnophis-proximus
180a56f143,crotalus-ruber
07fd20e8bd,thamnophis-proximus
d6145eb8ef,thamnophis-proximus
43cf88006f,storeria-dekayi
545094975f,thamnophis-marcianus
de232d35ce,crotalus-horridus
f49f11daf4,natrix-natrix
be70c24805,crotalus-atrox
8a68c61789,heterodon-platirhinos
e4a0afbde5,crotalus-atrox
5d046e4a57,pituophis-catenifer
9450d432f1,crotalus-horridus
24ae6b28c9,crotalus-horridus
bbbcf461fd,pantherophis-guttatus
25f864a129,nerodia-erythrogaster
9d63e29dab,pituophis-catenifer
560a7820ef,storeria-occipitomaculata
261a672081,natrix-natrix
e08cecfcc8,natrix-natrix
dcbaefa9de,masticophis-flagellum
4757eec719,coluber-constrictor
7a5772b7df,opheodrys-aestivus
756a3734d1,pantherophis-emoryi
bcb51ed4fd,thamnophis-sirtalis
b28a9dbd17,pantherophis-alleghaniensis
84496bd65b,nerodia-sipedon
97254f0a1e,coluber-constrictor
738e860bf3,thamnophis-elegans
5b04af2d08,pantherophis-emoryi
df1007a11e,crotalus-viridis
71e4a3726c,crotalus-ruber
9ec71badf5,thamnophis-marcianus
9aaf30ca4e,lampropeltis-triangulum
502dbd30e8,thamnophis-proximus
6a0948343e,agkistrodon-piscivorus
a9c94931b4,nerodia-fasciata
94f8b871bc,agkistrodon-piscivorus
65be04e1a7,pantherophis-obsoletus
553b5be83f,pantherophis-spiloides
f156e4b9ad,natrix-natrix
c195a35480,diadophis-punctatus
ba36d77d65,natrix-natrix
ac60cb4c64,lampropeltis-triangulum
e99babb9da,rhinocheilus-lecontei
3f79415b22,pantherophis-alleghaniensis
07a7f4b8a2,pantherophis-spiloides
8713b35996,storeria-occipitomaculata
8161aa3270,crotalus-atrox
c084141ebb,pantherophis-vulpinus
3f264dfa93,storeria-occipitomaculata
ac29145967,storeria-dekayi
14cc5c0b07,masticophis-flagellum
0d53f3592b,crotalus-scutulatus
339702c73e,crotalus-ruber
d9282cfc2f,pituophis-catenifer
7cbb3598a5,crotalus-horridus
7d23dd1a25,thamnophis-elegans
302ae16a4f,crotalus-viridis
665ce5599e,pantherophis-emoryi
7fe9ccee38,lampropeltis-triangulum
b4ee296fbe,storeria-occipitomaculata
463302e361,opheodrys-aestivus
a18b060715,pantherophis-obsoletus
72b767e027,crotalus-ruber
28c9bd4b10,storeria-occipitomaculata
a8cf67b3cd,thamnophis-radix
dc0bd440c3,pituophis-catenifer
1b558cc89f,masticophis-flagellum
23a5181788,crotalus-ruber
17e5f4b5bf,nerodia-rhombifer
45708c6f17,nerodia-rhombifer
90e93122c1,agkistrodon-contortrix
9aac958618,haldea-striatula
23f9ca3329,lampropeltis-triangulum
3702f63d72,agkistrodon-contortrix
142b516abc,nerodia-rhombifer
db55095044,thamnophis-elegans
2532449658,crotalus-viridis
521ce40402,lampropeltis-triangulum
5bdb8079ed,crotalus-viridis
2b88eaac56,crotalus-horridus
f11e311c90,pantherophis-emoryi
75b79378c3,natrix-natrix
8f457bca60,pantherophis-alleghaniensis
4aae3ed36b,crotalus-viridis
7e85692fa2,pantherophis-guttatus
8557e64d0e,thamnophis-sirtalis
f590310834,rhinocheilus-lecontei
6ce6de9def,agkistrodon-piscivorus
5e13f84aae,crotalus-scutulatus
3f595dc653,crotalus-viridis
28fc7c65cc,pituophis-catenifer
2e6627723a,pantherophis-alleghaniensis
759223778f,pantherophis-alleghaniensis
68e08979eb,thamnophis-radix
b51b666b0a,masticophis-flagellum
1134c2556d,pantherophis-obsoletus
e10bcc9899,crotalus-horridus
4d84d06252,opheodrys-aestivus
71792ec7f9,pantherophis-guttatus
87fff43cf4,coluber-constrictor
d0d91b6a16,crotalus-viridis
b1606f2410,pantherophis-alleghaniensis
f9a3564f88,thamnophis-marcianus
8bdccf2baf,nerodia-rhombifer
abbfa54027,agkistrodon-piscivorus
ca469b7a27,thamnophis-proximus
95a51a0fcd,nerodia-rhombifer
8ef78ef2d3,lampropeltis-californiae
e21af6d4b9,thamnophis-sirtalis
221b1ee2f1,nerodia-erythrogaster
b2c3d5d9fb,thamnophis-marcianus
526c9eac74,crotalus-ruber
a38e41fd76,storeria-occipitomaculata
b2ba21f052,crotalus-viridis
3b9b67ba03,storeria-dekayi
327b772827,nerodia-rhombifer
2afdb4999f,haldea-striatula
0cbf1992d0,nerodia-fasciata
c822ae5d01,pantherophis-obsoletus
5405370c87,pantherophis-alleghaniensis
092388daba,thamnophis-marcianus
99a3b654d0,thamnophis-marcianus
e0f8e741d4,lampropeltis-californiae
5d9cf27241,rhinocheilus-lecontei
632bed91e6,lampropeltis-triangulum
83d7c726d0,pantherophis-vulpinus
2555c7e7ce,crotalus-atrox
2b9180fb4f,pantherophis-vulpinus
e211c36384,nerodia-erythrogaster
06b96eed56,thamnophis-sirtalis
d8fe032fe4,agkistrodon-contortrix
366c0f8d42,pantherophis-vulpinus
be80579760,storeria-occipitomaculata
a4ff6226a3,agkistrodon-contortrix
53da6f2a06,pantherophis-alleghaniensis
509628b6d3,crotalus-viridis
75206b0c2d,thamnophis-proximus
c3e988cbe7,coluber-constrictor
bf3224d5bb,crotalus-ruber
