image_id,breed
7ede553357,nerodia-sipedon
3500b219e4,thamnophis-proximus
d43a78d6d9,nerodia-erythrogaster
1f36f26994,thamnophis-sirtalis
8cb85fc58e,pituophis-catenifer
7176bcfe9a,lampropeltis-triangulum
27f2d0f582,natrix-natrix
43eebba928,pituophis-catenifer
180a56f143,crotalus-atrox
07fd20e8bd,crotalus-atrox
d6145eb8ef,storeria-occipitomaculata
43cf88006f,crotalus-horridus
545094975f,heterodon-platirhinos
de232d35ce,natrix-natrix
f49f11daf4,lampropeltis-californiae
be70c24805,lampropeltis-californiae
8a68c61789,opheodrys-aestivus
e4a0afbde5,nerodia-sipedon
5d046e4a57,masticophis-flagellum
9450d432f1,thamnophis-sirtalis
24ae6b28c9,agkistrodon-piscivorus
bbbcf461fd,nerodia-erythrogaster
25f864a129,thamnophis-marcianus
9d63e29dab,pantherophis-alleghaniensis
560a7820ef,thamnophis-radix
261a672081,crotalus-horridus
e08cecfcc8,crotalus-atrox
dcbaefa9de,masticophis-flagellum
4757eec719,thamnophis-elegans
7a5772b7df,thamnophis-proximus
756a3734d1,thamnophis-elegans
bcb51ed4fd,thamnophis-radix
b28a9dbd17,diadophis-punctatus
84496bd65b,heterodon-platirhinos
97254f0a1e,pantherophis-spiloides
738e860bf3,rhinocheilus-lecontei
5b04af2d08,agkistrodon-piscivorus
df1007a11e,masticophis-flagellum
71e4a3726c,thamnophis-radix
9ec71badf5,pantherophis-emoryi
9aaf30ca4e,thamnophis-elegans
502dbd30e8,pituophis-catenifer
6a0948343e,storeria-dekayi
a9c94931b4,pantherophis-obsoletus
94f8b871bc,natrix-natrix
65be04e1a7,nerodia-erythrogaster
553b5be83f,pantherophis-vulpinus
f156e4b9ad,pantherophis-spiloides
c195a35480,nerodia-sipedon
ba36d77d65,pantherophis-obsoletus
ac60cb4c64,thamnophis-proximus
e99babb9da,pantherophis-alleghaniensis
3f79415b22,thamnophis-elegans
07a7f4b8a2,agkistrodon-contortrix
8713b35996,thamnophis-elegans
8161aa3270,pantherophis-alleghaniensis
c084141ebb,crotalus-scutulatus
3f264dfa93,haldea-striatula
ac29145967,thamnophis-proximus
14cc5c0b07,thamnophis-sirtalis
0d53f3592b,haldea-striatula
339702c73e,haldea-striatula
d9282cfc2f,natrix-natrix
7cbb3598a5,haldea-striatula
7d23dd1a25,agkistrodon-contortrix
302ae16a4f,pantherophis-vulpinus
665ce5599e,thamnophis-proximus
7fe9ccee38,thamnophis-proximus
b4ee296fbe,thamnophis-radix
463302e361,agkistrodon-contortrix
a18b060715,pantherophis-alleghaniensis
72b767e027,nerodia-sipedon
28c9bd4b10,agkistrodon-piscivorus
a8cf67b3cd,pantherophis-spiloides
dc0bd440c3,pantherophis-alleghaniensis
1b558cc89f,thamnophis-marcianus
23a5181788,crotalus-scutulatus
17e5f4b5bf,crotalus-viridis
45708c6f17,crotalus-horridus
90e93122c1,rhinocheilus-lecontei
9aac958618,heterodon-platirhinos
23f9ca3329,crotalus-horridus
3702f63d72,pantherophis-vulpinus
142b516abc,pantherophis-emoryi
db55095044,storeria-dekayi
2532449658,thamnophis-proximus
521ce40402,diadophis-punctatus
5bdb8079ed,pantherophis-vulpinus
2b88eaac56,pantherophis-emoryi
f11e311c90,coluber-constrictor
75b79378c3,pantherophis-spiloides
8f457bca60,crotalus-ruber
4aae3ed36b,thamnophis-elegans
7e85692fa2,nerodia-erythrogaster
8557e64d0e,storeria-dekayi
f590310834,crotalus-atrox
6ce6de9def,crotalus-horridus
5e13f84aae,masticophis-flagellum
3f595dc653,thamnophis-marcianus
28fc7c65cc,thamnophis-elegans
2e6627723a,pantherophis-emoryi
759223778f,storeria-dekayi
68e08979eb,crotalus-viridis
b51b666b0a,masticophis-flagellum
1134c2556d,haldea-striatula
e10bcc9899,natrix-natrix
4d84d06252,pantherophis-spiloides
71792ec7f9,thamnophis-elegans
87fff43cf4,natrix-natrix
d0d91b6a16,diadophis-punctatus
b1606f2410,pituophis-catenifer
f9a3564f88,storeria-occipitomaculata
8bdccf2baf,pantherophis-spiloides
abbfa54027,natrix-natrix
ca469b7a27,agkistrodon-contortrix
95a51a0fcd,thamnophis-marcianus
8ef78ef2d3,lampropeltis-triangulum
e21af6d4b9,thamnophis-marcianus
221b1ee2f1,storeria-dekayi
b2c3d5d9fb,crotalus-viridis
526c9eac74,lampropeltis-californiae
a38e41fd76,coluber-constrictor
b2ba21f052,pantherophis-vulpinus
3b9b67ba03,agkistrodon-piscivorus
327b772827,crotalus-viridis
2afdb4999f,masticophis-flagellum
0cbf1992d0,pantherophis-emoryi
c822ae5d01,coluber-constrictor
5405370c87,thamnophis-proximus
092388daba,pantherophis-emoryi
99a3b654d0,diadophis-punctatus
e0f8e741d4,natrix-natrix
5d9cf27241,crotalus-atrox
632bed91e6,rhinocheilus-lecontei
83d7c726d0,thamnophis-proximus
2555c7e7ce,nerodia-rhombifer
2b9180fb4f,crotalus-ruber
e211c36384,haldea-striatula
06b96eed56,nerodia-erythrogaster
d8fe032fe4,nerodia-rhombifer
366c0f8d42,pantherophis-guttatus
be80579760,crotalus-horridus
a4ff6226a3,pantherophis-obsoletus
53da6f2a06,heterodon-platirhinos
509628b6d3,pantherophis-alleghaniensis
75206b0c2d,pantherophis-emoryi
c3e988cbe7,storeria-dekayi
bf3224d5bb,crotalus-ruber
2d45d24990,crotalus-viridis
217a85c6a0,opheodrys-aestivus
f910b4dafd,opheodrys-aestivus
