image_id,breed
7ede553357,thamnophis-proximus
3500b219e4,pantherophis-alleghaniensis
d43a78d6d9,rhinocheilus-lecontei
1f36f26994,crotalus-viridis
8cb85fc58e,crotalus-viridis
7176bcfe9a,thamnophis-radix
27f2d0f582,thamnophis-proximus
43eebba928,pantherophis-emoryi
180a56f143,haldea-striatula
07fd20e8bd,pantherophis-alleghaniensis
d6145eb8ef,pantherophis-guttatus
43cf88006f,thamnophis-elegans
545094975f,pituophis-catenifer
de232d35ce,thamnophis-elegans
f49f11daf4,pantherophis-guttatus
be70c24805,pantherophis-emoryi
8a68c61789,lampropeltis-californiae
e4a0afbde5,thamnophis-marcianus
5d046e4a57,heterodon-platirhinos
9450d432f1,thamnophis-sirtalis
24ae6b28c9,pantherophis-guttatus
bbbcf461fd,pantherophis-obsoletus
25f864a129,pantherophis-obsoletus
9d63e29dab,thamnophis-radix
560a7820ef,pantherophis-vulpinus
261a672081,storeria-dekayi
e08cecfcc8,agkistrodon-piscivorus
dcbaefa9de,pantherophis-emoryi
4757eec719,coluber-constrictor
7a5772b7df,nerodia-fasciata
756a3734d1,lampropeltis-triangulum
bcb51ed4fd,nerodia-fasciata
b28a9dbd17,diadophis-punctatus
84496bd65b,natrix-natrix
97254f0a1e,agkistrodon-piscivorus
738e860bf3,thamnophis-elegans
5b04af2d08,opheodrys-aestivus
df1007a11e,lampropeltis-californiae
71e4a3726c,thamnophis-elegans
9ec71badf5,agkistrodon-contortrix
9aaf30ca4e,pantherophis-alleghaniensis
502dbd30e8,nerodia-rhombifer
6a0948343e,heterodon-platirhinos
a9c94931b4,pituophis-catenifer
94f8b871bc,opheodrys-aestivus
65be04e1a7,masticophis-flagellum
553b5be83f,lampropeltis-triangulum
f156e4b9ad,heterodon-platirhinos
c195a35480,pantherophis-guttatus
ba36d77d65,thamnophis-radix
ac60cb4c64,nerodia-rhombifer
e99babb9da,storeria-occipitomaculata
3f79415b22,lampropeltis-californiae
07a7f4b8a2,pantherophis-emoryi
8713b35996,crotalus-viridis
8161aa3270,haldea-striatula
c084141ebb,pantherophis-obsoletus
3f264dfa93,crotalus-ruber
ac29145967,crotalus-ruber
14cc5c0b07,storeria-dekayi
0d53f3592b,thamnophis-elegans
339702c73e,crotalus-atrox
d9282cfc2f,pantherophis-alleghaniensis
7cbb3598a5,coluber-constrictor
7d23dd1a25,pantherophis-obsoletus
302ae16a4f,haldea-striatula
665ce5599e,crotalus-viridis
7fe9ccee38,pantherophis-vulpinus
b4ee296fbe,agkistrodon-contortrix
463302e361,opheodrys-aestivus
a18b060715,rhinocheilus-lecontei
72b767e027,nerodia-erythrogaster
28c9bd4b10,nerodia-erythrogaster
a8cf67b3cd,rhinocheilus-lecontei
dc0bd440c3,thamnophis-sirtalis
1b558cc89f,diadophis-punctatus
23a5181788,pituophis-catenifer
17e5f4b5bf,agkistrodon-contortrix
45708c6f17,storeria-dekayi
90e93122c1,masticophis-flagellum
9aac958618,agkistrodon-piscivorus
23f9ca3329,pantherophis-guttatus
3702f63d72,haldea-striatula
142b516abc,pantherophis-alleghaniensis
db55095044,nerodia-rhombifer
2532449658,crotalus-scutulatus
521ce40402,crotalus-scutulatus
5bdb8079ed,crotalus-horridus
2b88eaac56,crotalus-atrox
f11e311c90,nerodia-fasciata
75b79378c3,diadophis-punctatus
8f457bca60,thamnophis-proximus
4aae3ed36b,pantherophis-spiloides
7e85692fa2,agkistrodon-piscivorus
8557e64d0e,crotalus-viridis
f590310834,nerodia-erythrogaster
6ce6de9def,nerodia-fasciata
5e13f84aae,nerodia-rhombifer
3f595dc653,pantherophis-obsoletus
28fc7c65cc,rhinocheilus-lecontei
2e6627723a,crotalus-viridis
759223778f,pantherophis-alleghaniensis
68e08979eb,lampropeltis-californiae
b51b666b0a,heterodon-platirhinos
1134c2556d,nerodia-sipedon
e10bcc9899,crotalus-viridis
4d84d06252,storeria-dekayi
71792ec7f9,storeria-dekayi
87fff43cf4,crotalus-ruber
d0d91b6a16,heterodon-platirhinos
b1606f2410,lampropeltis-triangulum
f9a3564f88,thamnophis-marcianus
8bdccf2baf,pantherophis-alleghaniensis
abbfa54027,coluber-constrictor
ca469b7a27,masticophis-flagellum
95a51a0fcd,agkistrodon-contortrix
8ef78ef2d3,heterodon-platirhinos
e21af6d4b9,storeria-occipitomaculata
221b1ee2f1,thamnophis-marcianus
b2c3d5d9fb,pantherophis-vulpinus
526c9eac74,haldea-striatula
a38e41fd76,crotalus-scutulatus
b2ba21f052,thamnophis-marcianus
3b9b67ba03,nerodia-sipedon
327b772827,pantherophis-emoryi
2afdb4999f,crotalus-atrox
0cbf1992d0,thamnophis-proximus
c822ae5d01,rhinocheilus-lecontei
5405370c87,agkistrodon-contortrix
092388daba,nerodia-fasciata
99a3b654d0,lampropeltis-californiae
e0f8e741d4,natrix-natrix
5d9cf27241,nerodia-rhombifer
632bed91e6,nerodia-erythrogaster
83d7c726d0,nerodia-rhombifer
2555c7e7ce,crotalus-horridus
2b9180fb4f,thamnophis-proximus
e211c36384,heterodon-platirhinos
06b96eed56,coluber-constrictor
d8fe032fe4,thamnophis-marcianus
366c0f8d42,rhinocheilus-lecontei
be80579760,thamnophis-proximus
a4ff6226a3,thamnophis-radix
53da6f2a06,agkistrodon-contortrix
509628b6d3,lampropeltis-triangulum
75206b0c2d,pituophis-catenifer
c3e988cbe7,coluber-constrictor
bf3224d5bb,pantherophis-vulpinus
2d45d24990,pantherophis-alleghaniensis
217a85c6a0,pantherophis-obsoletus
f910b4dafd,crotalus-ruber
dbc89aa6fc,pantherophis-emoryi
e0c882d7b5,nerodia-erythrogaster
bbd20396ee,pantherophis-vulpinus
a9bd8d4550,coluber-constrictor
f9315c3d9d,crotalus-ruber
c53c61ff1d,storeria-occipitomaculata
ae76c25b30,crotalus-horridus
0554b687c1,masticophis-flagellum
8227ee21d5,masticophis-flagellum
e63f970c24,crotalus-atrox
5a7a965d51,lampropeltis-triangulum
6f885777ae,heterodon-platirhinos
c63d4c04d9,nerodia-erythrogaster
d678d67897,agkistrodon-piscivorus
03d156d9ee,pantherophis-emoryi
39d5cf451b,storeria-dekayi
c8583aa3f1,rhinocheilus-lecontei
72fd0c7625,pantherophis-vulpinus
89428de91a,pantherophis-guttatus
e3ad957f8f,agkistrodon-contortrix
4b49ad90af,nerodia-fasciata
e4ff7155e8,thamnophis-proximus
eaa331f24e,agkistrodon-contortrix
28edbbefda,coluber-constrictor
aa1015e3c8,crotalus-viridis
644033bba9,pantherophis-alleghaniensis
c612cc9390,masticophis-flagellum
6870b31b63,crotalus-scutulatus
b22d6d545d,pantherophis-vulpinus
bf1adbeecc,pituophis-catenifer
16e1861f42,lampropeltis-triangulum
8e7302d0c7,thamnophis-marcianus
473b09a338,thamnophis-proximus
80da1ca7fe,heterodon-platirhinos
c3e38fc290,crotalus-atrox
901a78b5f6,pantherophis-alleghaniensis
250946e33d,thamnophis-elegans
71bb3b775f,thamnophis-proximus
58e653c556,crotalus-viridis
ff0d70fb78,thamnophis-radix
bbbaf02d7b,nerodia-rhombifer
a8729cbe08,crotalus-atrox
e754670fa9,pantherophis-alleghaniensis
d51800edfc,nerodia-rhombifer
54705e5068,opheodrys-aestivus
2d26350d5f,crotalus-atrox
65ea1d3d84,thamnophis-sirtalis
fc2019398b,masticophis-flagellum
76bc77c3be,coluber-constrictor
ae5258ea04,agkistrodon-contortrix
8d8734a395,crotalus-scutulatus
a6ac17e3d8,pantherophis-obsoletus
2ca8252168,pantherophis-obsoletus
d81bbe11bb,crotalus-atrox
fb1ea63ee1,crotalus-horridus
d7b6ef28af,pantherophis-vulpinus
fe015ee591,crotalus-viridis
e4f9ad2007,lampropeltis-triangulum
26758bec6d,crotalus-horridus
23dd09c2b6,masticophis-flagellum
7c34e2cdec,nerodia-rhombifer
6ec294cf12,pituophis-catenifer
36d521dbd5,diadophis-punctatus
9a6e35d716,crotalus-horridus
8bbc299a40,storeria-dekayi
fd5e259ea8,thamnophis-marcianus
db292dcc3b,crotalus-viridis
f481c83182,natrix-natrix
4245d68d46,thamnophis-marcianus
59e640bb91,nerodia-erythrogaster
36c233f563,lampropeltis-californiae
bc3799b2df,nerodia-erythrogaster
9e937f940b,pituophis-catenifer
9a7b588cb9,pantherophis-emoryi
7ff5570d2f,pantherophis-spiloides
087903f361,thamnophis-elegans
6e66f9667f,pantherophis-guttatus
60dd49f8d4,natrix-natrix
7064757509,nerodia-fasciata
baa3f02141,haldea-striatula
7dce396ff5,nerodia-sipedon
30a99aee44,pantherophis-guttatus
665b29ab42,nerodia-sipedon
a443ddb908,nerodia-fasciata
ac95eb1818,storeria-occipitomaculata
05a6798995,crotalus-scutulatus
0241586560,nerodia-fasciata
ff45fac73c,pantherophis-emoryi
013c73ee17,agkistrodon-piscivorus
b93e2f9f5b,thamnophis-proximus
2b1413378c,haldea-striatula
9cb08cd05a,nerodia-sipedon
13aa42a7e4,pituophis-catenifer
641e266e15,crotalus-scutulatus
7b5344ccfd,crotalus-ruber
13cfe36156,pantherophis-guttatus
e3638b66ab,crotalus-scutulatus
0f5042aa5a,pituophis-catenifer
79783161b7,pantherophis-emoryi
195c38795c,agkistrodon-contortrix
0290d68533,thamnophis-proximus
2a2b711e1e,thamnophis-radix
51622421a7,thamnophis-elegans
9f4c9e5d29,agkistrodon-piscivorus
55cf94ef25,heterodon-platirhinos
8e3a442218,crotalus-atrox
a5bd623c6a,thamnophis-sirtalis
192dd2d4b7,opheodrys-aestivus
5b3791c4e4,agkistrodon-contortrix
4f3bb6e01a,pantherophis-spiloides
9316eb7237,natrix-natrix
aa16a509cf,thamnophis-proximus
ad68959f68,nerodia-sipedon
072f7c5df5,crotalus-atrox
e6fe591e18,nerodia-fasciata
eed4cc6dda,heterodon-platirhinos
6335735a8a,coluber-constrictor
40fb202092,thamnophis-sirtalis
8d34d1a83e,nerodia-rhombifer
5d58cc2fb1,agkistrodon-contortrix
e073226ee2,storeria-dekayi
630628b60b,nerodia-sipedon
c074d2a3c3,thamnophis-marcianus
2c03979041,pantherophis-vulpinus
237efd22ef,pantherophis-obsoletus
5a23092d94,heterodon-platirhinos
cebc8a3140,nerodia-fasciata
ddbb02224a,crotalus-scutulatus
785ba4871f,diadophis-punctatus
d19b66d326,crotalus-horridus
f9b0800cb8,storeria-occipitomaculata
2f065830d7,masticophis-flagellum
b9893aa41a,masticophis-flagellum
2c442a09ed,crotalus-viridis
ea100d15e2,crotalus-scutulatus
9363d2c4be,thamnophis-proximus
dd0dc5ba1a,pantherophis-guttatus
86b438d651,thamnophis-sirtalis
a7596b0dda,pantherophis-guttatus
c0a9301d14,pantherophis-vulpinus
59d4a652fa,crotalus-atrox
9266faaacf,crotalus-horridus
5c6713d750,nerodia-rhombifer
4a7b39ccff,thamnophis-proximus
c91233cf4f,nerodia-fasciata
316d089f08,pantherophis-emoryi
63bb9ed8c2,haldea-striatula
8ec81d1cab,crotalus-scutulatus
0bef464da6,thamnophis-proximus
e3497219ae,pituophis-catenifer
259af44b24,crotalus-ruber
c52f2693cf,heterodon-platirhinos
18f5184f2e,agkistrodon-piscivorus
728f07bb97,thamnophis-sirtalis
fba22fecef,crotalus-horridus
fdbcf4aa99,lampropeltis-californiae
f8d202075f,rhinocheilus-lecontei
369a02e471,pantherophis-guttatus
3e2cadfaa9,crotalus-ruber
0a59465b78,crotalus-ruber
5717af5063,coluber-constrictor
5a5ed0a9f9,masticophis-flagellum
503bd5a793,crotalus-scutulatus
861b144528,thamnophis-proximus
2c1c60baac,diadophis-punctatus
f583cab812,thamnophis-elegans
98e28ee840,haldea-striatula
e981adefe8,crotalus-viridis
847dcb005c,thamnophis-proximus
2bdd1204df,pantherophis-emoryi
436a5443a6,thamnophis-radix
b474fba6f6,diadophis-punctatus
4a52d81d06,crotalus-ruber
e04df53f33,agkistrodon-piscivorus
6e0bc47bff,nerodia-sipedon
00a9bba384,nerodia-sipedon
c34e07aea2,pantherophis-obsoletus
ddb3fdca4e,nerodia-erythrogaster
772912b335,diadophis-punctatus
d2d8c969f4,pituophis-catenifer
05c0503e80,nerodia-sipedon
0a2842082d,rhinocheilus-lecontei
f63ccbe5e4,nerodia-fasciata
7c71df0f36,pituophis-catenifer
b812b08083,thamnophis-radix
aa46c84394,thamnophis-sirtalis
172ea701fa,thamnophis-marcianus
4da6e0c4b1,pantherophis-guttatus
2680cb138a,haldea-striatula
042411e752,crotalus-atrox
3a90a92e92,crotalus-viridis
194d8bc5a0,thamnophis-elegans
1ac35b5307,coluber-constrictor
bd26891431,thamnophis-proximus
9bcdad786e,coluber-constrictor
3fbfac0bbb,crotalus-horridus
d9f6166852,pantherophis-alleghaniensis
c27414795d,haldea-striatula
031d5fd2dd,masticophis-flagellum
b359100fa4,heterodon-platirhinos
999b3783d7,masticophis-flagellum
959cdb0f88,lampropeltis-triangulum
8fa0dcc6df,nerodia-erythrogaster
8ea058e917,storeria-occipitomaculata
ae46441c69,pantherophis-spiloides
b08c38c7f7,storeria-occipitomaculata
328d66a6d0,pantherophis-emoryi
5ac5adfab9,masticophis-flagellum
593c3b2407,thamnophis-sirtalis
5d701c6be6,thamnophis-marcianus
b6bcd1799a,nerodia-fasciata
b3494fd089,pantherophis-obsoletus
0448002637,thamnophis-sirtalis
fff8bffdb0,crotalus-ruber
0cbc0f68b6,pantherophis-guttatus
0debda08e0,natrix-natrix
d0283c614b,opheodrys-aestivus
2dbe75a840,crotalus-horridus
6d998bc9af,natrix-natrix
3ff941e398,pantherophis-obsoletus
a9410566e4,pantherophis-emoryi
358af00cdd,rhinocheilus-lecontei
e4ab7ba2ab,crotalus-atrox
b07f81508c,crotalus-horridus
3b1799fe42,opheodrys-aestivus
3d6339ea74,pantherophis-spiloides
2163674737,crotalus-ruber
d99ab56103,pantherophis-vulpinus
54ba70e3cc,diadophis-punctatus
545ed78e38,thamnophis-proximus
e7d07009df,thamnophis-marcianus
f6ec7eba7b,pantherophis-vulpinus
64c3ac5ad0,lampropeltis-triangulum
b72ce0175f,thamnophis-radix
b894d764f5,agkistrodon-contortrix
cf5d7c4e17,lampropeltis-californiae
58663371a3,agkistrodon-contortrix
81bf550daa,nerodia-erythrogaster
37f5ad479e,crotalus-ruber
3c8edae2a4,thamnophis-sirtalis
4cb468d415,nerodia-rhombifer
92e04ca324,storeria-dekayi
11373da95a,heterodon-platirhinos
6a3bcbcf4a,natrix-natrix
a5f24a2ecc,pituophis-catenifer
1edabbc312,crotalus-horridus
96aee5ec60,pantherophis-vulpinus
4598203b0a,heterodon-platirhinos
6bd8b7a823,masticophis-flagellum
54f91fbb3a,pituophis-catenifer
b9d8bbfa03,storeria-occipitomaculata
72f1ff130d,crotalus-scutulatus
2eccd64667,pituophis-catenifer
2546d11351,pantherophis-emoryi
b09f1d031b,thamnophis-radix
bd5a29330a,pantherophis-guttatus
4451e8bf97,pantherophis-emoryi
86a4573103,crotalus-horridus
da7212161e,natrix-natrix
aa1da0bc83,crotalus-ruber
6e802f864c,pantherophis-spiloides
8eaa4e8d18,crotalus-scutulatus
ffa547380d,crotalus-viridis
776bf9c3e7,agkistrodon-contortrix
f6058731c7,diadophis-punctatus
3137a9d8f4,lampropeltis-californiae
c5eda48da7,thamnophis-radix
23e13b5ba3,haldea-striatula
c264755582,storeria-occipitomaculata
958f27ae53,agkistrodon-contortrix
f1ce7a658c,coluber-constrictor
897932c055,thamnophis-proximus
a17470a422,thamnophis-elegans
f756da9b22,pantherophis-vulpinus
83f99d01b7,storeria-dekayi
1c097f3bb5,heterodon-platirhinos
638716b738,nerodia-erythrogaster
74772031c5,thamnophis-elegans
94f3aa78e0,crotalus-horridus
c0f734db4f,crotalus-horridus
4f9c43f59c,heterodon-platirhinos
1b32d18277,rhinocheilus-lecontei
2145486df9,crotalus-viridis
9e779ef62b,lampropeltis-californiae
caa85de8a4,lampropeltis-californiae
dab850c45f,crotalus-scutulatus
326a993691,crotalus-scutulatus
1a313e58c0,crotalus-viridis
eacde65a87,crotalus-horridus
16ef599310,agkistrodon-piscivorus
a1a1d8f4d3,pantherophis-obsoletus
b66574f0cb,lampropeltis-californiae
dadd875c98,nerodia-sipedon
35f3e07f8a,thamnophis-elegans
35b25084a8,crotalus-ruber
5be6313607,crotalus-atrox
5e4b3549cb,nerodia-fasciata
14af77c260,agkistrodon-piscivorus
a3ffe15ad1,agkistrodon-contortrix
fcf5b7e439,pantherophis-alleghaniensis
510f5e1945,thamnophis-marcianus
99d309ee88,thamnophis-elegans
c5ba6d87e2,storeria-occipitomaculata
0a00cdd2b8,nerodia-fasciata
9e10b0843c,nerodia-sipedon
9818345fa3,crotalus-atrox
424b8caccf,heterodon-platirhinos
291cd9c481,crotalus-atrox
0c02a2f5d7,crotalus-atrox
3393c3a6eb,thamnophis-marcianus
18e8e49c6a,pantherophis-vulpinus
45245a5e5a,nerodia-fasciata
13696d31fb,pantherophis-guttatus
41e720d7de,rhinocheilus-lecontei
40303088fa,heterodon-platirhinos
67d1d73480,opheodrys-aestivus
4e3e773484,heterodon-platirhinos
7517bb0623,pituophis-catenifer
559133de50,nerodia-sipedon
9ae22849c1,natrix-natrix
c5ff38ff68,pantherophis-guttatus
71e572d33f,natrix-natrix
332e5c6785,pantherophis-vulpinus
6003bbcbf9,rhinocheilus-lecontei
5c17e68b40,heterodon-platirhinos
bad9a60677,pantherophis-spiloides
209b809200,crotalus-atrox
f2b9362dd4,haldea-striatula
