image_id,breed
7ede553357,diadophis-punctatus
3500b219e4,coluber-constrictor
d43a78d6d9,crotalus-viridis
1f36f26994,agkistrodon-contortrix
8cb85fc58e,masticophis-flagellum
7176bcfe9a,haldea-striatula
27f2d0f582,opheodrys-aestivus
43eebba928,pantherophis-vulpinus
180a56f143,heterodon-platirhinos
07fd20e8bd,pituophis-catenifer
d6145eb8ef,agkistrodon-piscivorus
43cf88006f,lampropeltis-californiae
545094975f,thamnophis-marcianus
de232d35ce,diadophis-punctatus
f49f11daf4,storeria-occipitomaculata
be70c24805,agkistrodon-contortrix
8a68c61789,pantherophis-guttatus
e4a0afbde5,nerodia-fasciata
5d046e4a57,storeria-occipitomaculata
9450d432f1,pantherophis-emoryi
24ae6b28c9,rhinocheilus-lecontei
bbbcf461fd,haldea-striatula
25f864a129,pantherophis-spiloides
9d63e29dab,nerodia-sipedon
560a7820ef,masticophis-flagellum
261a672081,thamnophis-proximus
e08cecfcc8,natrix-natrix
dcbaefa9de,crotalus-ruber
4757eec719,natrix-natrix
7a5772b7df,coluber-constrictor
756a3734d1,nerodia-fasciata
bcb51ed4fd,storeria-occipitomaculata
b28a9dbd17,pantherophis-spiloides
84496bd65b,opheodrys-aestivus
97254f0a1e,diadophis-punctatus
738e860bf3,haldea-striatula
5b04af2d08,pantherophis-spiloides
df1007a11e,thamnophis-elegans
71e4a3726c,lampropeltis-californiae
9ec71badf5,rhinocheilus-lecontei
9aaf30ca4e,pantherophis-spiloides
502dbd30e8,nerodia-erythrogaster
6a0948343e,thamnophis-sirtalis
a9c94931b4,nerodia-sipedon
94f8b871bc,natrix-natrix
65be04e1a7,storeria-dekayi
553b5be83f,agkistrodon-piscivorus
f156e4b9ad,thamnophis-marcianus
c195a35480,rhinocheilus-lecontei
ba36d77d65,lampropeltis-triangulum
ac60cb4c64,natrix-natrix
e99babb9da,crotalus-scutulatus
3f79415b22,coluber-constrictor
07a7f4b8a2,storeria-dekayi
8713b35996,pantherophis-emoryi
8161aa3270,thamnophis-elegans
c084141ebb,pituophis-catenifer
3f264dfa93,coluber-constrictor
ac29145967,haldea-striatula
14cc5c0b07,natrix-natrix
0d53f3592b,opheodrys-aestivus
339702c73e,thamnophis-marcianus
d9282cfc2f,crotalus-viridis
7cbb3598a5,nerodia-rhombifer
7d23dd1a25,pantherophis-vulpinus
302ae16a4f,pantherophis-guttatus
665ce5599e,crotalus-ruber
7fe9ccee38,opheodrys-aestivus
b4ee296fbe,pantherophis-alleghaniensis
463302e361,lampropeltis-triangulum
a18b060715,diadophis-punctatus
72b767e027,lampropeltis-triangulum
28c9bd4b10,pantherophis-emoryi
a8cf67b3cd,nerodia-fasciata
dc0bd440c3,pituophis-catenifer
1b558cc89f,masticophis-flagellum
23a5181788,crotalus-atrox
17e5f4b5bf,storeria-occipitomaculata
45708c6f17,nerodia-fasciata
90e93122c1,rhinocheilus-lecontei
9aac958618,pantherophis-guttatus
23f9ca3329,lampropeltis-californiae
3702f63d72,storeria-dekayi
142b516abc,crotalus-ruber
db55095044,thamnophis-marcianus
2532449658,pantherophis-alleghaniensis
521ce40402,pantherophis-alleghaniensis
5bdb8079ed,thamnophis-proximus
2b88eaac56,crotalus-viridis
f11e311c90,nerodia-erythrogaster
75b79378c3,diadophis-punctatus
8f457bca60,pantherophis-spiloides
4aae3ed36b,rhinocheilus-lecontei
7e85692fa2,nerodia-fasciata
8557e64d0e,nerodia-erythrogaster
f590310834,crotalus-viridis
6ce6de9def,pituophis-catenifer
5e13f84aae,pantherophis-guttatus
3f595dc653,masticophis-flagellum
28fc7c65cc,nerodia-erythrogaster
2e6627723a,crotalus-horridus
759223778f,nerodia-erythrogaster
68e08979eb,diadophis-punctatus
b51b666b0a,storeria-dekayi
1134c2556d,thamnophis-proximus
e10bcc9899,pantherophis-guttatus
4d84d06252,rhinocheilus-lecontei
71792ec7f9,nerodia-fasciata
87fff43cf4,nerodia-sipedon
d0d91b6a16,agkistrodon-piscivorus
b1606f2410,thamnophis-marcianus
f9a3564f88,thamnophis-elegans
8bdccf2baf,crotalus-ruber
abbfa54027,nerodia-sipedon
ca469b7a27,pantherophis-vulpinus
95a51a0fcd,pituophis-catenifer
8ef78ef2d3,pantherophis-obsoletus
e21af6d4b9,lampropeltis-californiae
221b1ee2f1,nerodia-fasciata
b2c3d5d9fb,nerodia-rhombifer
526c9eac74,crotalus-ruber
a38e41fd76,storeria-dekayi
b2ba21f052,thamnophis-proximus
3b9b67ba03,crotalus-atrox
327b772827,pantherophis-spiloides
2afdb4999f,pantherophis-guttatus
0cbf1992d0,pantherophis-obsoletus
c822ae5d01,diadophis-punctatus
5405370c87,nerodia-sipedon
092388daba,pantherophis-guttatus
99a3b654d0,natrix-natrix
e0f8e741d4,crotalus-ruber
5d9cf27241,storeria-occipitomaculata
632bed91e6,crotalus-ruber
83d7c726d0,crotalus-ruber
2555c7e7ce,lampropeltis-californiae
2b9180fb4f,crotalus-ruber
e211c36384,thamnophis-radix
06b96eed56,nerodia-sipedon
d8fe032fe4,natrix-natrix
366c0f8d42,crotalus-horridus
be80579760,nerodia-erythrogaster
a4ff6226a3,pantherophis-obsoletus
53da6f2a06,opheodrys-aestivus
509628b6d3,agkistrodon-piscivorus
75206b0c2d,pituophis-catenifer
c3e988cbe7,thamnophis-sirtalis
bf3224d5bb,nerodia-erythrogaster
2d45d24990,crotalus-horridus
217a85c6a0,agkistrodon-contortrix
f910b4dafd,storeria-dekayi
dbc89aa6fc,natrix-natrix
e0c882d7b5,thamnophis-radix
bbd20396ee,haldea-striatula
a9bd8d4550,haldea-striatula
f9315c3d9d,lampropeltis-triangulum
c53c61ff1d,diadophis-punctatus
ae76c25b30,haldea-striatula
0554b687c1,lampropeltis-californiae
8227ee21d5,diadophis-punctatus
e63f970c24,nerodia-erythrogaster
5a7a965d51,thamnophis-proximus
6f885777ae,thamnophis-radix
c63d4c04d9,opheodrys-aestivus
d678d67897,thamnophis-marcianus
03d156d9ee,pantherophis-alleghaniensis
39d5cf451b,heterodon-platirhinos
c8583aa3f1,haldea-striatula
72fd0c7625,agkistrodon-contortrix
89428de91a,pantherophis-alleghaniensis
e3ad957f8f,lampropeltis-californiae
4b49ad90af,rhinocheilus-lecontei
e4ff7155e8,lampropeltis-californiae
eaa331f24e,pantherophis-spiloides
28edbbefda,natrix-natrix
aa1015e3c8,thamnophis-marcianus
644033bba9,pantherophis-obsoletus
c612cc9390,pantherophis-obsoletus
6870b31b63,opheodrys-aestivus
b22d6d545d,nerodia-erythrogaster
bf1adbeecc,pituophis-catenifer
16e1861f42,masticophis-flagellum
8e7302d0c7,pantherophis-alleghaniensis
473b09a338,crotalus-ruber
80da1ca7fe,pantherophis-guttatus
c3e38fc290,nerodia-fasciata
901a78b5f6,thamnophis-proximus
250946e33d,lampropeltis-triangulum
71bb3b775f,thamnophis-elegans
58e653c556,haldea-striatula
ff0d70fb78,crotalus-ruber
bbbaf02d7b,thamnophis-elegans
a8729cbe08,nerodia-sipedon
e754670fa9,rhinocheilus-lecontei
d51800edfc,pantherophis-emoryi
54705e5068,crotalus-horridus
2d26350d5f,pantherophis-alleghaniensis
65ea1d3d84,opheodrys-aestivus
fc2019398b,crotalus-viridis
76bc77c3be,pantherophis-vulpinus
ae5258ea04,pantherophis-alleghaniensis
8d8734a395,nerodia-erythrogaster
a6ac17e3d8,nerodia-fasciata
2ca8252168,lampropeltis-triangulum
d81bbe11bb,thamnophis-elegans
fb1ea63ee1,crotalus-scutulatus
d7b6ef28af,pantherophis-guttatus
fe015ee591,diadophis-punctatus
e4f9ad2007,coluber-constrictor
26758bec6d,thamnophis-marcianus
23dd09c2b6,thamnophis-proximus
7c34e2cdec,crotalus-viridis
6ec294cf12,storeria-occipitomaculata
36d521dbd5,agkistrodon-piscivorus
9a6e35d716,pantherophis-emoryi
8bbc299a40,thamnophis-sirtalis
fd5e259ea8,coluber-constrictor
db292dcc3b,pantherophis-emoryi
f481c83182,pantherophis-spiloides
4245d68d46,thamnophis-radix
59e640bb91,nerodia-fasciata
36c233f563,lampropeltis-californiae
bc3799b2df,thamnophis-elegans
9e937f940b,natrix-natrix
9a7b588cb9,agkistrodon-contortrix
7ff5570d2f,thamnophis-sirtalis
087903f361,heterodon-platirhinos
6e66f9667f,pantherophis-spiloides
60dd49f8d4,lampropeltis-triangulum
7064757509,storeria-occipitomaculata
baa3f02141,crotalus-viridis
7dce396ff5,crotalus-horridus
30a99aee44,rhinocheilus-lecontei
665b29ab42,crotalus-scutulatus
a443ddb908,thamnophis-proximus
ac95eb1818,lampropeltis-triangulum
05a6798995,crotalus-atrox
0241586560,lampropeltis-californiae
ff45fac73c,pantherophis-spiloides
013c73ee17,storeria-dekayi
b93e2f9f5b,pantherophis-obsoletus
2b1413378c,thamnophis-marcianus
