image_id,breed
7ede553357,nerodia-fasciata
3500b219e4,pantherophis-vulpinus
d43a78d6d9,storeria-occipitomaculata
1f36f26994,crotalus-ruber
8cb85fc58e,pantherophis-guttatus
7176bcfe9a,crotalus-ruber
27f2d0f582,crotalus-ruber
43eebba928,pantherophis-spiloides
180a56f143,storeria-occipitomaculata
07fd20e8bd,thamnophis-proximus
d6145eb8ef,pantherophis-emoryi
43cf88006f,pantherophis-obsoletus
545094975f,pantherophis-vulpinus
de232d35ce,natrix-natrix
f49f11daf4,diadophis-punctatus
be70c24805,crotalus-ruber
8a68c61789,lampropeltis-triangulum
e4a0afbde5,thamnophis-elegans
5d046e4a57,thamnophis-marcianus
9450d432f1,nerodia-erythrogaster
24ae6b28c9,pantherophis-spiloides
bbbcf461fd,pituophis-catenifer
25f864a129,haldea-striatula
9d63e29dab,pituophis-catenifer
560a7820ef,crotalus-viridis
261a672081,natrix-natrix
e08cecfcc8,thamnophis-elegans
dcbaefa9de,pantherophis-alleghaniensis
4757eec719,heterodon-platirhinos
7a5772b7df,haldea-striatula
756a3734d1,pantherophis-spiloides
bcb51ed4fd,thamnophis-proximus
b28a9dbd17,thamnophis-radix
84496bd65b,nerodia-rhombifer
97254f0a1e,nerodia-rhombifer
738e860bf3,crotalus-ruber
5b04af2d08,pantherophis-spiloides
df1007a11e,crotalus-horridus
71e4a3726c,pituophis-catenifer
9ec71badf5,pantherophis-vulpinus
9aaf30ca4e,thamnophis-elegans
502dbd30e8,pantherophis-emoryi
6a0948343e,storeria-occipitomaculata
a9c94931b4,nerodia-sipedon
94f8b871bc,thamnophis-marcianus
65be04e1a7,haldea-striatula
553b5be83f,storeria-dekayi
f156e4b9ad,pantherophis-obsoletus
c195a35480,crotalus-ruber
ba36d77d65,opheodrys-aestivus
ac60cb4c64,agkistrodon-contortrix
e99babb9da,nerodia-fasciata
3f79415b22,pantherophis-vulpinus
07a7f4b8a2,thamnophis-radix
8713b35996,crotalus-scutulatus
8161aa3270,agkistrodon-piscivorus
c084141ebb,crotalus-horridus
3f264dfa93,pantherophis-guttatus
ac29145967,pantherophis-obsoletus
14cc5c0b07,heterodon-platirhinos
0d53f3592b,thamnophis-proximus
339702c73e,crotalus-viridis
d9282cfc2f,crotalus-ruber
7cbb3598a5,pantherophis-spiloides
7d23dd1a25,crotalus-horridus
302ae16a4f,crotalus-atrox
665ce5599e,pantherophis-obsoletus
7fe9ccee38,pantherophis-emoryi
b4ee296fbe,pantherophis-emoryi
463302e361,thamnophis-proximus
a18b060715,thamnophis-proximus
72b767e027,crotalus-atrox
28c9bd4b10,nerodia-fasciata
a8cf67b3cd,thamnophis-radix
dc0bd440c3,nerodia-rhombifer
1b558cc89f,storeria-dekayi
23a5181788,crotalus-atrox
17e5f4b5bf,crotalus-scutulatus
45708c6f17,diadophis-punctatus
90e93122c1,lampropeltis-californiae
9aac958618,natrix-natrix
23f9ca3329,diadophis-punctatus
3702f63d72,agkistrodon-piscivorus
142b516abc,crotalus-atrox
db55095044,pantherophis-obsoletus
2532449658,nerodia-rhombifer
521ce40402,rhinocheilus-lecontei
5bdb8079ed,thamnophis-elegans
2b88eaac56,crotalus-viridis
f11e311c90,crotalus-viridis
75b79378c3,thamnophis-proximus
8f457bca60,agkistrodon-contortrix
4aae3ed36b,lampropeltis-californiae
7e85692fa2,coluber-constrictor
8557e64d0e,thamnophis-marcianus
f590310834,rhinocheilus-lecontei
6ce6de9def,thamnophis-proximus
5e13f84aae,thamnophis-sirtalis
3f595dc653,crotalus-atrox
28fc7c65cc,nerodia-erythrogaster
2e6627723a,agkistrodon-contortrix
759223778f,opheodrys-aestivus
68e08979eb,natrix-natrix
b51b666b0a,thamnophis-sirtalis
1134c2556d,diadophis-punctatus
e10bcc9899,crotalus-scutulatus
4d84d06252,pituophis-catenifer
71792ec7f9,pantherophis-spiloides
87fff43cf4,storeria-occipitomaculata
