image_id,breed
7ede553357,nerodia-rhombifer
3500b219e4,thamnophis-elegans
d43a78d6d9,thamnophis-radix
1f36f26994,nerodia-erythrogaster
8cb85fc58e,thamnophis-sirtalis
7176bcfe9a,nerodia-rhombifer
27f2d0f582,lampropeltis-californiae
43eebba928,pantherophis-spiloides
180a56f143,crotalus-ruber
07fd20e8bd,pituophis-catenifer
d6145eb8ef,nerodia-erythrogaster
43cf88006f,crotalus-atrox
545094975f,lampropeltis-triangulum
de232d35ce,crotalus-horridus
f49f11daf4,masticophis-flagellum
be70c24805,rhinocheilus-lecontei
8a68c61789,rhinocheilus-lecontei
e4a0afbde5,pituophis-catenifer
5d046e4a57,nerodia-sipedon
9450d432f1,opheodrys-aestivus
24ae6b28c9,storeria-dekayi
bbbcf461fd,agkistrodon-contortrix
25f864a129,pantherophis-vulpinus
9d63e29dab,storeria-dekayi
560a7820ef,rhinocheilus-lecontei
261a672081,crotalus-viridis
e08cecfcc8,opheodrys-aestivus
dcbaefa9de,pantherophis-vulpinus
4757eec719,coluber-constrictor
7a5772b7df,nerodia-erythrogaster
756a3734d1,nerodia-erythrogaster
bcb51ed4fd,pantherophis-alleghaniensis
b28a9dbd17,pantherophis-obsoletus
84496bd65b,thamnophis-sirtalis
97254f0a1e,pantherophis-spiloides
738e860bf3,opheodrys-aestivus
5b04af2d08,pantherophis-alleghaniensis
df1007a11e,crotalus-viridis
71e4a3726c,masticophis-flagellum
9ec71badf5,opheodrys-aestivus
9aaf30ca4e,rhinocheilus-lecontei
502dbd30e8,pantherophis-guttatus
6a0948343e,lampropeltis-californiae
a9c94931b4,pantherophis-guttatus
94f8b871bc,lampropeltis-triangulum
65be04e1a7,thamnophis-radix
553b5be83f,coluber-constrictor
f156e4b9ad,crotalus-horridus
c195a35480,masticophis-flagellum
ba36d77d65,heterodon-platirhinos
ac60cb4c64,pantherophis-obsoletus
e99babb9da,pantherophis-alleghaniensis
3f79415b22,thamnophis-elegans
07a7f4b8a2,diadophis-punctatus
8713b35996,storeria-dekayi
8161aa3270,crotalus-ruber
c084141ebb,nerodia-erythrogaster
3f264dfa93,nerodia-rhombifer
ac29145967,pantherophis-alleghaniensis
14cc5c0b07,agkistrodon-contortrix
0d53f3592b,haldea-striatula
339702c73e,crotalus-viridis
d9282cfc2f,crotalus-ruber
7cbb3598a5,opheodrys-aestivus
7d23dd1a25,crotalus-atrox
302ae16a4f,opheodrys-aestivus
665ce5599e,crotalus-viridis
7fe9ccee38,pituophis-catenifer
b4ee296fbe,heterodon-platirhinos
